bestandsnaam,aantal_mensen
06042026_080008.jpeg,0
06042026_081509.jpeg,0
06042026_083009.jpeg,0
06042026_084509.jpeg,0
06042026_090009.jpeg,0
06042026_091509.jpeg,0
06042026_093008.jpeg,0
06042026_094509.jpeg,0
06042026_100008.jpeg,0
06042026_101508.jpeg,0
06042026_103009.jpeg,0
06042026_104509.jpeg,0
06042026_110009.jpeg,0
06042026_111509.jpeg,0
06042026_113008.jpeg,0
06042026_114509.jpeg,0
06042026_120009.jpeg,0
06042026_121509.jpeg,0
06042026_123008.jpeg,0
06042026_124509.jpeg,0
06042026_130009.jpeg,0
06042026_131509.jpeg,0
06042026_133008.jpeg,0
06042026_134508.jpeg,0
06042026_140008.jpeg,0
06042026_141509.jpeg,0
06042026_143008.jpeg,0
06042026_144508.jpeg,0
06042026_150008.jpeg,0
06042026_151509.jpeg,0
06042026_153009.jpeg,0
06042026_154509.jpeg,0
06042026_160009.jpeg,0
06042026_161509.jpeg,0
06042026_163009.jpeg,0
06042026_164509.jpeg,0
06042026_170009.jpeg,0
06042026_171509.jpeg,0
06042026_173009.jpeg,0
06042026_174509.jpeg,0
06042026_180009.jpeg,0
06042026_181509.jpeg,0
06042026_183009.jpeg,0
06042026_184509.jpeg,0
06042026_190008.jpeg,0
06042026_191509.jpeg,0
06042026_193009.jpeg,0
06042026_194508.jpeg,0
07042026_080009.jpeg,0
07042026_081509.jpeg,0
07042026_083008.jpeg,0
07042026_084508.jpeg,0
07042026_090009.jpeg,0
07042026_091509.jpeg,0
07042026_093009.jpeg,1
07042026_094508.jpeg,0
07042026_100009.jpeg,1
07042026_101509.jpeg,2
07042026_103009.jpeg,1
07042026_104508.jpeg,1
07042026_110008.jpeg,1
07042026_111509.jpeg,0
07042026_113008.jpeg,1
07042026_114509.jpeg,1
07042026_120009.jpeg,2
07042026_121509.jpeg,3
07042026_123009.jpeg,2
07042026_124509.jpeg,3
07042026_130009.jpeg,2
07042026_131509.jpeg,1
07042026_133009.jpeg,1
07042026_134509.jpeg,0
07042026_140008.jpeg,1
07042026_141509.jpeg,1
07042026_143009.jpeg,1
07042026_144509.jpeg,1
07042026_150008.jpeg,1
07042026_151509.jpeg,3
07042026_153009.jpeg,2
07042026_154508.jpeg,2
07042026_160009.jpeg,1
07042026_161509.jpeg,1
07042026_163008.jpeg,0
07042026_164509.jpeg,0
07042026_170009.jpeg,1
07042026_171508.jpeg,0
07042026_173008.jpeg,1
07042026_174508.jpeg,1
07042026_180008.jpeg,0
07042026_181508.jpeg,0
07042026_183008.jpeg,0
07042026_184509.jpeg,1
07042026_190009.jpeg,1
07042026_191508.jpeg,0
07042026_193008.jpeg,1
07042026_194509.jpeg,0
08042026_080008.jpeg,0
08042026_081508.jpeg,0
08042026_083008.jpeg,0
08042026_084509.jpeg,0
08042026_090009.jpeg,1
08042026_091508.jpeg,0
08042026_093009.jpeg,1
08042026_094509.jpeg,0
08042026_100009.jpeg,0
08042026_101509.jpeg,1
08042026_103009.jpeg,1
08042026_104508.jpeg,1
08042026_110008.jpeg,1
08042026_111509.jpeg,2
08042026_113008.jpeg,1
08042026_114508.jpeg,1
08042026_120008.jpeg,2
08042026_121508.jpeg,1
08042026_123009.jpeg,0
08042026_124509.jpeg,1
